State,County,Violent,Murder,"Forcible rape",Robbery,"Aggravated assault","Property crime",Burglary,"Larceny-theft","Motor vehicle theft",Arson
MISSOURI,Ste. Genevieve,49,0,3,0,46,109,26,77,6,1
MISSOURI,St. Francois,76,0,6,2,68,552,189,301,62,2
MISSOURI,Stoddard,21,1,2,1,17,255,95,133,27,3
MISSOURI,Stone,121,1,4,1,115,456,130,292,34,3
MISSOURI,Sullivan,8,0,1,0,7,73,28,38,7,0
MISSOURI,Taney,83,0,5,3,75,494,146,302,46,1
MISSOURI,Texas,13,1,2,0,10,290,120,152,18,1
MISSOURI,Vernon,37,0,1,0,36,315,102,185,28,3
MISSOURI,Washington,39,1,2,1,35,377,114,225,38,6
MISSOURI,Wayne,9,0,1,0,8,85,39,40,6,1
MISSOURI,Worth,2,0,1,0,1,40,15,22,3,0
MISSOURI,Wright,5,0,0,0,5,135,56,70,9,4
MONTANA,Carbon,13,0,1,0,12,47,12,30,5,0
MONTANA,Cascade,39,0,6,1,32,327,71,229,27,2
MONTANA,Golden Valley,2,0,0,0,2,2,2,0,0,0
MONTANA,Missoula,100,0,16,5,79,479,80,358,41,7
MONTANA,Yellowstone,52,0,1,1,50,634,164,412,58,8
MONTANA,Beaverhead,2,0,0,1,1,29,7,21,1,4
MONTANA,Blaine,19,0,1,0,18,27,3,22,2,0
MONTANA,Broadwater,16,0,2,0,14,44,3,40,1,2
MONTANA,Carter,0,0,0,0,0,2,1,1,0,0
MONTANA,Chouteau,1,0,0,0,1,11,1,9,1,0
MONTANA,Custer,2,0,0,0,2,35,3,28,4,0
MONTANA,Daniels,2,0,0,0,2,5,0,5,0,0
MONTANA,Dawson,7,0,0,0,7,100,14,78,8,0
MONTANA,Deer Lodge,27,1,5,0,21,178,13,157,8,0
MONTANA,Fallon,0,0,0,0,0,4,0,4,0,0
MONTANA,Fergus,12,0,1,0,11,58,12,42,4,1
MONTANA,Flathead,150,0,12,5,133,1258,318,878,62,8
MONTANA,Gallatin,52,0,16,1,35,380,54,309,17,8
MONTANA,Garfield,0,0,0,0,0,1,1,0,0,0
MONTANA,Glacier,33,1,0,0,32,65,9,48,8,0
MONTANA,Granite,0,0,0,0,0,50,3,45,2,0
MONTANA,Hill,22,0,1,0,21,158,12,135,11,3
MONTANA,Jefferson,11,0,0,0,11,90,13,71,6,5
MONTANA,Judith Basin,3,0,1,0,2,4,0,1,3,0
MONTANA,Lake,61,1,7,0,53,343,93,201,49,2
MONTANA,Lewis and Clark,59,3,12,2,42,366,79,258,29,0
MONTANA,Lincoln,36,3,1,0,32,123,30,88,5,2
MONTANA,Madison,4,0,0,0,4,48,4,42,2,3
MONTANA,McCone,1,1,0,0,0,5,0,5,0,1
MONTANA,Meagher,3,0,0,0,3,22,2,19,1,0
MONTANA,Mineral,1,0,0,0,1,5,1,4,0,0
MONTANA,Musselshell,17,0,6,0,11,91,11,74,6,1
MONTANA,Park,15,0,2,0,13,61,8,44,9,4
MONTANA,Phillips,7,0,0,0,7,77,3,68,6,0
MONTANA,Pondera,0,0,0,0,0,6,0,5,1,0
MONTANA,Powell,15,1,2,0,12,60,6,52,2,0
MONTANA,Prairie,2,0,0,0,2,6,0,4,2,0
MONTANA,Ravalli,43,0,3,1,39,357,37,304,16,2
MONTANA,Richland,6,0,0,0,6,84,18,53,13,1
MONTANA,Roosevelt,14,0,0,0,14,36,7,24,5,0
MONTANA,Rosebud,7,0,1,1,5,33,5,23,5,0
MONTANA,Sanders,10,2,1,0,7,75,8,59,8,1
MONTANA,Sheridan,17,0,3,0,14,64,7,51,6,0
MONTANA,Silver Bow,88,0,3,6,79,1274,197,973,104,4
MONTANA,Stillwater,22,0,4,0,18,83,50,29,4,1
MONTANA,Sweet Grass,6,0,1,0,5,51,6,36,9,0
MONTANA,Teton,5,1,1,0,3,49,6,40,3,0
MONTANA,Toole,0,0,0,0,0,99,14,75,10,1
MONTANA,Valley,6,0,1,0,5,23,5,13,5,0
MONTANA,Wheatland,4,0,0,0,4,4,1,2,1,1
MONTANA,Wibaux,0,0,0,0,0,3,2,1,0,0
NEBRASKA,Cass,20,0,12,0,8,309,53,233,23,1
NEBRASKA,Dakota,4,0,0,0,4,27,7,16,4,0
NEBRASKA,Dixon,9,0,3,0,6,84,25,57,2,3
NEBRASKA,Douglas,100,0,8,5,87,1207,331,777,99,0
NEBRASKA,Hall,6,0,2,0,4,228,49,168,11,0
NEBRASKA,Hamilton,0,0,0,0,0,88,44,43,1,1
NEBRASKA,Lancaster,24,1,9,2,12,370,130,232,8,5
NEBRASKA,Sarpy,18,0,8,5,5,695,101,544,50,0
NEBRASKA,Saunders,4,0,0,1,3,141,27,110,4,1
NEBRASKA,Seward,3,0,1,0,2,20,7,8,5,0
NEBRASKA,Adams,1,0,0,0,1,138,47,83,8,0
NEBRASKA,Antelope,4,2,0,0,2,14,4,10,0,0
NEBRASKA,Arthur,0,0,0,0,0,0,0,0,0,0
NEBRASKA,Box Butte,0,0,0,0,0,5,0,5,0,0
NEBRASKA,Brown,0,0,0,0,0,39,11,25,3,0
NEBRASKA,Buffalo,12,0,3,1,8,138,35,100,3,1
NEBRASKA,Cedar,4,0,0,0,4,34,1,33,0,0
NEBRASKA,Chase,2,0,0,0,2,24,5,18,1,0
NEBRASKA,Cherry,2,0,0,0,2,17,4,12,1,0
NEBRASKA,Cuming,0,0,0,0,0,22,7,15,0,0
NEBRASKA,Custer,6,0,0,0,6,48,11,36,1,1
NEBRASKA,Dawes,3,0,0,0,3,14,2,11,1,0
NEBRASKA,Dawson,8,0,3,0,5,73,12,55,6,0
NEBRASKA,Deuel,1,0,0,0,1,26,5,21,0,0
NEBRASKA,Dodge,4,0,2,0,2,168,29,125,14,0
NEBRASKA,Franklin,0,0,0,0,0,15,4,11,0,0
NEBRASKA,Gage,5,0,0,0,5,124,32,83,9,0
NEBRASKA,Gosper,1,0,1,0,0,31,5,25,1,1
NEBRASKA,Hitchcock,2,0,1,0,1,23,18,4,1,0
NEBRASKA,Holt,2,0,0,0,2,21,6,15,0,0
NEBRASKA,Hooker,0,0,0,0,0,0,0,0,0,0
NEBRASKA,Jefferson,0,0,0,0,0,48,15,31,2,0
NEBRASKA,Kearney,4,0,0,0,4,83,12,68,3,1
NEBRASKA,Keith,2,0,1,1,0,24,5,17,2,0
NEBRASKA,Keya Paha,0,0,0,0,0,0,0,0,0,0
NEBRASKA,Kimball,3,0,0,0,3,26,1,24,1,0
NEBRASKA,Knox,1,0,0,0,1,30,6,23,1,0
NEBRASKA,Lincoln,4,0,3,1,0,133,29,100,4,0
NEBRASKA,Madison,1,0,0,0,1,53,17,34,2,0
NEBRASKA,Morrill,2,0,0,0,2,13,0,10,3,0
NEBRASKA,Nemaha,4,0,2,0,2,18,7,10,1,0
NEBRASKA,Otoe,2,0,0,0,2,62,5,53,4,0
NEBRASKA,Pawnee,0,0,0,0,0,24,3,19,2,0
NEBRASKA,Perkins,2,0,2,0,0,11,4,7,0,0
NEBRASKA,Phelps,7,0,4,0,3,42,6,35,1,0
NEBRASKA,Pierce,1,0,0,0,1,31,5,26,0,1
NEBRASKA,Platte,3,0,0,0,3,152,19,123,10,1
NEBRASKA,Polk,0,0,0,0,0,40,11,28,1,2
NEBRASKA,Red Willow,3,0,1,0,2,36,10,25,1,1
NEBRASKA,Rock,2,0,0,0,2,5,2,3,0,0
NEBRASKA,Saline,5,0,1,0,4,50,25,20,5,0
NEBRASKA,Scotts Bluff,4,0,1,0,3,92,23,56,13,0
NEBRASKA,Sheridan,4,0,0,1,3,57,14,40,3,4
NEBRASKA,Sherman,0,0,0,0,0,23,5,18,0,0
NEBRASKA,Stanton,1,0,0,0,1,65,7,57,1,0
NEBRASKA,Thayer,4,0,0,0,4,78,26,51,1,0
NEBRASKA,Wayne,3,0,0,0,3,23,5,16,2,1
NEBRASKA,Webster,1,0,0,0,1,34,9,22,3,0
NEBRASKA,Wheeler,0,0,0,0,0,2,0,2,0,0
NEBRASKA,York,3,0,2,1,0,57,20,33,4,0
NEVADA,Carson City,132,0,0,14,118,1107,298,731,78,4
NEVADA,Storey,48,0,7,2,39,86,23,55,8,2
NEVADA,Washoe,188,4,8,10,166,956,335,523,98,14
NEVADA,Churchill,22,1,1,0,20,215,93,107,15,1
NEVADA,Douglas,53,1,6,6,40,829,144,656,29,6
NEVADA,Elko,39,1,7,2,29,219,82,107,30,3
NEVADA,Esmeralda,2,0,1,0,1,8,2,3,3,0
NEVADA,Eureka,6,0,2,0,4,29,14,13,2,0
NEVADA,Humboldt,39,1,0,0,38,64,20,32,12,0
NEVADA,Lander,40,0,9,0,31,104,38,55,11,3
NEVADA,Lincoln,2,0,0,0,2,71,17,49,5,0
NEVADA,Lyon,141,1,17,12,111,1028,294,662,72,9
NEVADA,Mineral,9,0,0,0,9,58,20,32,6,0
NEVADA,Nye,258,0,11,26,221,1147,334,687,126,10
NEVADA,Pershing,47,0,3,0,44,30,11,16,3,0
NEVADA,White Pine,46,0,11,1,34,123,61,58,4,1
NEW HAMPSHIRE,Rockingham,5,0,0,0,5,9,0,9,0,0
NEW HAMPSHIRE,Carroll,9,0,0,0,9,71,31,36,4,2
NEW HAMPSHIRE,Cheshire,5,0,0,0,5,9,4,5,0,0
NEW HAMPSHIRE,Merrimack,6,0,2,0,4,9,1,8,0,0
NEW JERSEY,Atlantic,0,0,0,0,0,0,0,0,0,0
NEW JERSEY,Bergen,0,0,0,0,0,0,0,0,0,0
NEW JERSEY,Bergen County Police Department,7,0,1,0,6,122,5,112,5,1
NEW JERSEY,Burlington,0,0,0,0,0,0,0,0,0,0
NEW JERSEY,Camden,1,0,0,0,1,2,2,0,0,0
NEW JERSEY,Cape May,0,0,0,0,0,0,0,0,0,0
NEW JERSEY,Cumberland,0,0,0,0,0,2,0,2,0,0
NEW JERSEY,Essex,81,0,4,49,28,84,14,67,3,0
NEW JERSEY,Gloucester,0,0,0,0,0,0,0,0,0,0
NEW JERSEY,Hudson,0,0,0,0,0,0,0,0,0,0
NEW JERSEY,Hunterdon,0,0,0,0,0,0,0,0,0,0
NEW JERSEY,Mercer,0,0,0,0,0,0,0,0,0,0
NEW JERSEY,Middlesex,0,0,0,0,0,0,0,0,0,0
NEW JERSEY,Monmouth,0,0,0,0,0,0,0,0,0,0
NEW JERSEY,Morris,0,0,0,0,0,0,0,0,0,0
NEW JERSEY,Ocean,0,0,0,0,0,0,0,0,0,0
NEW JERSEY,Salem,3,0,0,0,3,0,0,0,0,0
NEW JERSEY,Somerset,5,0,0,0,5,0,0,0,0,0
NEW JERSEY,Sussex,0,0,0,0,0,0,0,0,0,0
NEW JERSEY,Union,0,0,0,0,0,0,0,0,0,0
NEW JERSEY,Warren,0,0,0,0,0,0,0,0,0,0
NEW MEXICO,Bernalillo,756,7,41,87,621,2424,908,1307,209,51
NEW MEXICO,Dona Ana,289,1,38,8,242,1436,549,758,129,8
NEW MEXICO,Sandoval,15,1,0,1,13,102,51,49,2,1
NEW MEXICO,San Juan,285,2,34,14,235,942,272,605,65,10
NEW MEXICO,Santa Fe,94,4,4,7,79,1078,636,388,54,6
NEW MEXICO,Valencia2,170,1,3,7,159,,,,110,3
NEW MEXICO,Cibola3  ,,0,7,1,,101,48,44,9,1
NEW MEXICO,Colfax,2,0,0,0,2,7,3,4,0,0
NEW MEXICO,Eddy,48,0,5,0,43,467,130,309,28,4
NEW MEXICO,Guadalupe,4,0,0,1,3,22,6,10,6,0
NEW MEXICO,Hidalgo,3,0,0,3,0,17,6,8,3,0
NEW MEXICO,Lea,39,1,3,1,34,585,151,392,42,1
NEW MEXICO,Lincoln,6,0,0,0,6,105,38,62,5,0
NEW MEXICO,Luna,59,0,0,2,57,194,50,132,12,0
NEW MEXICO,McKinley,87,0,6,9,72,300,132,143,25,6
NEW MEXICO,Quay,2,0,0,0,2,39,17,18,4,0
NEW MEXICO,Rio Arriba,41,1,0,3,37,225,144,65,16,2
NEW MEXICO,Roosevelt,9,0,2,0,7,85,36,39,10,0
NEW MEXICO,Sierra,7,0,0,0,7,58,21,32,5,0
NEW YORK,Albany,5,1,0,0,4,162,35,124,3,
NEW YORK,Broome,72,1,9,7,55,855,208,626,21,
NEW YORK,Chemung,63,1,1,2,59,546,87,441,18,2
NEW YORK,Dutchess,53,0,3,9,41,764,182,558,24,
NEW YORK,Erie,119,1,3,9,106,1233,284,906,43,5
NEW YORK,Herkimer,0,0,0,0,0,16,0,16,0,0
NEW YORK,Jefferson,26,0,1,1,24,287,11,274,2,
NEW YORK,Livingston,24,0,6,0,18,508,100,402,6,
NEW YORK,Madison,14,0,2,1,11,257,85,165,7,
NEW YORK,Monroe,230,2,27,57,144,3912,734,3067,111,14
NEW YORK,Nassau,1654,12,56,723,863,13303,2026,10562,715,
NEW YORK,Niagara,52,0,10,5,37,1056,306,711,39,
NEW YORK,Oneida,34,0,3,7,24,484,141,334,9,7
NEW YORK,Onondaga,194,1,16,39,138,2481,550,1836,95,11
NEW YORK,Ontario,68,1,15,10,42,1148,264,869,15,0
NEW YORK,Orleans,23,0,1,3,19,285,76,200,9,
NEW YORK,Oswego,44,0,7,6,31,628,172,430,26,
NEW YORK,Putnam,20,0,5,4,11,321,74,238,9,0
NEW YORK,Rensselaer,37,0,3,2,32,200,70,126,4,1
NEW YORK,Rockland,10,0,0,0,10,39,0,38,1,
NEW YORK,Saratoga,43,1,1,3,38,1302,245,1041,16,8
NEW YORK,Schenectady,1,0,0,1,0,6,0,6,0,0
NEW YORK,Schoharie,0,0,0,0,0,49,15,32,2,0
NEW YORK,Suffolk,102,0,0,0,102,16,0,12,4,0
NEW YORK,Suffolk County Police Department,1790,23,42,681,1044,22431,3699,17686,1046,148
NEW YORK,Tioga,15,0,0,0,15,195,60,131,4,
NEW YORK,Ulster,32,0,1,2,29,331,81,245,5,
NEW YORK,Warren,66,0,8,7,51,730,102,616,12,
NEW YORK,Washington,26,0,6,2,18,388,101,275,12,
NEW YORK,Wayne,42,1,5,8,28,452,132,310,10,
NEW YORK,Westchester Public Safety,9,0,1,0,8,204,7,194,3,1
NEW YORK,Yates,13,0,3,0,10,284,88,193,3,2
NEW YORK,Cattaraugus,44,1,7,3,33,572,201,362,9,
NEW YORK,Cayuga,26,1,4,2,19,373,81,286,6,
NEW YORK,Chautauqua,25,1,4,0,20,698,201,486,11,
NEW YORK,Chenango,20,0,1,1,18,454,76,371,7,
NEW YORK,Clinton,2,0,0,0,2,20,3,17,0,
NEW YORK,Columbia,21,0,0,3,18,429,92,333,4,
NEW YORK,Cortland,20,0,1,6,13,464,93,367,4,
NEW YORK,Delaware,11,1,4,1,5,106,35,66,5,
NEW YORK,Essex,3,0,0,0,3,6,3,3,0,
NEW YORK,Franklin,0,0,0,0,0,0,0,0,0,0
NEW YORK,Fulton,3,0,0,0,3,391,115,270,6,1
NEW YORK,Genesee,26,0,5,3,18,624,130,472,22,
NEW YORK,Hamilton,1,0,0,0,1,10,6,4,0,0
NEW YORK,Lewis,11,0,0,2,9,198,73,119,6,
NEW YORK,Montgomery,19,0,4,3,12,402,46,351,5,
NEW YORK,Otsego,27,0,1,0,26,116,41,67,8,
NEW YORK,Schuyler,13,1,0,0,12,57,23,27,7,
NEW YORK,Seneca,12,0,0,0,12,116,32,82,2,
NEW YORK,Steuben,18,0,7,0,11,270,51,211,8,0
NEW YORK,St. Lawrence,13,0,0,0,13,68,7,57,4,
NEW YORK,Sullivan,27,0,2,5,20,564,165,392,7,
NEW YORK,Wyoming,20,0,3,4,13,259,42,207,10,1
NORTH CAROLINA,Alamance,116,1,7,8,100,1033,429,526,78,1
NORTH CAROLINA,Alexander,36,1,6,6,23,803,335,425,43,16
NORTH CAROLINA,Brunswick,108,1,20,17,70,1825,684,1052,89,13
NORTH CAROLINA,Buncombe,144,4,18,34,88,1954,812,960,182,11
NORTH CAROLINA,Burke,100,2,3,22,73,1644,741,833,70,3
NORTH CAROLINA,Cabarrus,39,3,7,9,20,910,343,536,31,3
NORTH CAROLINA,Caldwell,61,2,7,10,42,1553,541,929,83,21
NORTH CAROLINA,Catawba,132,9,7,22,94,1803,737,991,75,13
NORTH CAROLINA,Chatham,68,1,8,7,52,781,367,383,31,7
NORTH CAROLINA,Craven,116,0,8,19,89,1540,832,630,78,6
NORTH CAROLINA,Cumberland,505,7,15,123,360,4197,1714,2283,200,43
NORTH CAROLINA,Currituck,37,0,2,2,33,544,114,419,11,6
NORTH CAROLINA,Davidson,83,0,4,13,66,1830,824,887,119,14
NORTH CAROLINA,Davie,67,1,6,8,52,728,268,432,28,2
NORTH CAROLINA,Durham,66,0,5,13,48,799,358,395,46,1
NORTH CAROLINA,Edgecombe,55,0,6,11,38,602,295,272,35,7
NORTH CAROLINA,Forsyth,258,2,13,27,216,2334,679,1565,90,14
NORTH CAROLINA,Franklin,110,0,8,10,92,957,348,542,67,7
NORTH CAROLINA,Gaston,7,0,0,0,7,2,0,1,1,0
NORTH CAROLINA,Gaston County Police Department,193,2,13,17,161,1308,567,615,126,22
NORTH CAROLINA,Guilford,131,2,4,13,112,1580,608,885,87,15
NORTH CAROLINA,Haywood,89,1,6,7,75,969,428,490,51,3
NORTH CAROLINA,Henderson,106,5,15,10,76,1530,546,877,107,2
NORTH CAROLINA,Iredell,164,0,8,14,142,1965,771,1083,111,10
NORTH CAROLINA,Johnston,121,0,21,11,89,2228,895,1238,95,3
NORTH CAROLINA,Lincoln,67,0,6,5,56,1462,544,883,35,3
NORTH CAROLINA,Nash,49,4,5,5,35,642,322,267,53,1
NORTH CAROLINA,New Hanover,171,1,17,32,121,2181,603,1479,99,7
NORTH CAROLINA,Onslow,219,2,29,37,151,2911,848,1943,120,13
NORTH CAROLINA,Orange,38,3,3,11,21,586,341,218,27,3
NORTH CAROLINA,Pamlico,27,0,1,3,23,296,57,234,5,1
NORTH CAROLINA,Pender,106,1,10,9,86,763,171,556,36,5
NORTH CAROLINA,Person,50,0,11,3,36,587,272,291,24,3
NORTH CAROLINA,Pitt,153,4,6,21,122,1238,461,729,48,3
NORTH CAROLINA,Randolph,131,8,16,19,88,2221,675,1457,89,12
NORTH CAROLINA,Rockingham,82,5,6,7,64,1345,630,653,62,4
NORTH CAROLINA,Rowan,140,2,9,14,115,1537,592,882,63,4
NORTH CAROLINA,Stokes,135,2,5,1,127,1009,401,554,54,4
NORTH CAROLINA,Union,234,6,14,32,182,2226,667,1456,103,20
NORTH CAROLINA,Wake,170,2,23,27,118,2462,1000,1276,186,23
NORTH CAROLINA,Wayne,155,7,5,20,123,2101,876,1094,131,3
NORTH CAROLINA,Yadkin,87,1,5,3,78,732,300,405,27,4
NORTH CAROLINA,Anson,50,0,12,10,28,716,331,367,18,2
NORTH CAROLINA,Ashe,26,0,4,1,21,431,196,210,25,2
NORTH CAROLINA,Avery,20,0,0,1,19,180,55,120,5,5
NORTH CAROLINA,Beaufort,73,0,4,10,59,745,323,396,26,10
NORTH CAROLINA,Bertie,22,0,1,6,15,286,84,192,10,3
NORTH CAROLINA,Bladen,100,2,1,14,83,1102,362,707,33,12
NORTH CAROLINA,Camden,12,0,1,2,9,113,40,70,3,0
NORTH CAROLINA,Carteret,87,3,20,6,58,774,246,480,48,2
NORTH CAROLINA,Caswell,62,2,8,4,48,519,214,288,17,7
NORTH CAROLINA,Cherokee,32,3,3,1,25,599,246,327,26,5
NORTH CAROLINA,Chowan,11,0,0,3,8,136,61,68,7,2
NORTH CAROLINA,Clay,26,0,2,0,24,238,100,128,10,0
NORTH CAROLINA,Cleveland,45,1,8,14,22,1283,512,735,36,1
NORTH CAROLINA,Columbus,131,3,14,32,82,1498,723,685,90,12
NORTH CAROLINA,Dare,25,1,7,3,14,721,215,487,19,5
NORTH CAROLINA,Duplin,150,7,10,16,117,990,476,468,46,9
NORTH CAROLINA,Granville,77,0,1,10,66,896,421,436,39,2
NORTH CAROLINA,Halifax,115,5,12,11,87,859,396,416,47,12
NORTH CAROLINA,Harnett,259,3,16,42,198,2654,1099,1419,136,16
NORTH CAROLINA,Hertford,26,2,4,7,13,279,139,116,24,0
NORTH CAROLINA,Jackson,78,0,7,10,61,728,420,283,25,8
NORTH CAROLINA,Lee,23,1,4,1,17,648,211,383,54,2
NORTH CAROLINA,Lenoir,103,0,5,22,76,970,418,523,29,5
NORTH CAROLINA,Macon,16,1,2,1,12,398,146,234,18,0
NORTH CAROLINA,Martin,32,1,1,7,23,465,208,230,27,4
NORTH CAROLINA,McDowell,45,0,6,4,35,768,293,428,47,5
NORTH CAROLINA,Montgomery,39,3,4,2,30,466,212,233,21,3
NORTH CAROLINA,Moore,56,5,4,7,40,815,411,353,51,2
NORTH CAROLINA,Pasquotank,45,0,0,12,33,355,160,187,8,5
NORTH CAROLINA,Perquimans,10,1,1,0,8,165,96,63,6,1
NORTH CAROLINA,Richmond,135,7,16,21,91,1280,565,659,56,13
NORTH CAROLINA,Robeson,530,5,18,98,409,3580,1786,1616,178,48
NORTH CAROLINA,Rutherford,79,1,4,7,67,1329,716,531,82,11
NORTH CAROLINA,Sampson,82,4,5,16,57,1393,772,544,77,5
NORTH CAROLINA,Stanly,22,0,3,3,16,522,224,281,17,4
NORTH CAROLINA,Surry,143,6,11,16,110,1294,505,706,83,10
NORTH CAROLINA,Swain,39,1,4,1,33,242,120,112,10,0
NORTH CAROLINA,Transylvania,28,0,4,1,23,301,143,141,17,2
NORTH CAROLINA,Tyrrell,5,0,1,2,2,60,10,45,5,0
NORTH CAROLINA,Vance,53,3,4,22,24,1292,613,597,82,1
NORTH CAROLINA,Warren,47,2,3,6,36,479,203,232,44,5
NORTH CAROLINA,Washington,20,0,1,4,15,167,50,109,8,2
NORTH CAROLINA,Watauga,32,1,0,0,31,364,77,272,15,3
NORTH CAROLINA,Wilkes,122,2,3,15,102,1360,565,734,61,4
NORTH CAROLINA,Wilson,65,4,3,9,49,650,229,395,26,4
NORTH DAKOTA,Burleigh,20,0,4,1,15,188,64,111,13,3
NORTH DAKOTA,Cass,22,0,6,2,14,188,74,107,7,1
NORTH DAKOTA,Grand Forks,6,0,0,0,6,68,23,38,7,0
NORTH DAKOTA,Morton,10,0,4,0,6,88,15,67,6,0
NORTH DAKOTA,Oliver,1,0,0,0,1,2,0,1,1,0
NORTH DAKOTA,Sioux,0,0,0,0,0,0,0,0,0,0
NORTH DAKOTA,Adams,0,0,0,0,0,9,6,3,0,0
NORTH DAKOTA,Barnes,2,0,2,0,0,38,11,25,2,0
NORTH DAKOTA,Benson,3,0,3,0,0,20,4,12,4,0
NORTH DAKOTA,Billings,0,0,0,0,0,16,5,10,1,0
NORTH DAKOTA,Bottineau,5,2,0,0,3,59,15,40,4,0
NORTH DAKOTA,Burke,1,0,0,0,1,25,6,14,5,0
NORTH DAKOTA,Cavalier,0,0,0,0,0,26,7,18,1,1
NORTH DAKOTA,Dickey,1,0,0,0,1,9,0,9,0,0
NORTH DAKOTA,Divide,0,0,0,0,0,17,5,9,3,0
NORTH DAKOTA,Dunn,7,0,0,0,7,29,8,18,3,1
NORTH DAKOTA,Eddy,1,0,0,0,1,18,3,15,0,0
NORTH DAKOTA,Emmons,0,0,0,0,0,27,7,15,5,0
NORTH DAKOTA,Foster,0,0,0,0,0,0,0,0,0,0
NORTH DAKOTA,Golden Valley,0,0,0,0,0,7,3,4,0,0
NORTH DAKOTA,Grant,5,0,1,1,3,22,11,8,3,0
NORTH DAKOTA,Griggs,3,0,0,0,3,5,2,3,0,0
NORTH DAKOTA,Hettinger,5,0,0,1,4,14,3,7,4,1
NORTH DAKOTA,Kidder,0,0,0,0,0,8,3,4,1,1
NORTH DAKOTA,Lamoure,1,0,0,1,0,2,0,1,1,0
NORTH DAKOTA,Logan,0,0,0,0,0,14,1,12,1,0
NORTH DAKOTA,McHenry,2,0,0,0,2,44,11,27,6,0
NORTH DAKOTA,McIntosh,0,0,0,0,0,5,2,3,0,0
NORTH DAKOTA,McKenzie,8,0,0,1,7,86,7,74,5,0
NORTH DAKOTA,McLean,8,0,1,1,6,127,37,77,13,0
NORTH DAKOTA,Mercer,1,0,0,0,1,26,6,17,3,0
NORTH DAKOTA,Mountrail,14,4,0,0,10,114,17,72,25,4
NORTH DAKOTA,Nelson,4,0,0,0,4,30,11,11,8,0
NORTH DAKOTA,Pembina,5,0,0,0,5,35,11,21,3,1
NORTH DAKOTA,Ramsey,0,0,0,0,0,11,0,10,1,0
NORTH DAKOTA,Ransom,2,1,0,0,1,16,8,7,1,0
NORTH DAKOTA,Renville,1,0,0,0,1,19,2,17,0,0
NORTH DAKOTA,Richland,5,0,1,0,4,103,23,69,11,0
NORTH DAKOTA,Rolette,1,0,0,0,1,16,8,4,4,0
NORTH DAKOTA,Sargent,0,0,0,0,0,21,8,13,0,0
NORTH DAKOTA,Sheridan,0,0,0,0,0,33,6,24,3,0
NORTH DAKOTA,Slope,0,0,0,0,0,2,1,1,0,0
NORTH DAKOTA,Stark,4,0,0,0,4,84,2,74,8,1
NORTH DAKOTA,Steele,1,0,1,0,0,6,4,1,1,0
NORTH DAKOTA,Stutsman,4,0,3,0,1,52,13,29,10,0
NORTH DAKOTA,Towner,0,0,0,0,0,6,4,2,0,0
NORTH DAKOTA,Traill,1,0,0,0,1,48,14,32,2,1
NORTH DAKOTA,Walsh,1,0,0,0,1,85,22,56,7,0
NORTH DAKOTA,Ward,22,0,6,0,16,184,46,108,30,0
NORTH DAKOTA,Wells,4,0,1,0,3,16,9,6,1,2
NORTH DAKOTA,Williams,46,1,5,0,40,272,48,172,52,2
OHIO,Allen,69,2,18,12,37,1160,310,816,34,2
OHIO,Belmont,21,0,4,3,14,642,188,418,36,2
OHIO,Brown,2,0,0,1,1,198,72,122,4,0
OHIO,Butler,314,1,6,11,296,990,308,679,3,5
OHIO,Carroll,45,0,1,0,44,225,71,141,13,4
OHIO,Clark,28,0,7,2,19,1118,280,803,35,12
OHIO,Clermont,64,0,11,3,50,1773,686,1041,46,12
OHIO,Delaware,25,1,8,3,13,1184,375,796,13,5
OHIO,Fairfield,26,0,9,10,7,928,222,684,22,1
OHIO,Franklin,120,2,6,61,51,1419,410,925,84,7
OHIO,Fulton,24,1,3,0,20,376,113,249,14,3
OHIO,Geauga,18,0,5,4,9,325,105,209,11,1
OHIO,Greene,25,1,12,4,8,477,181,267,29,3
OHIO,Hamilton5,275,4,54,136,81,5771,1168,4342,261,20
OHIO,Hocking,9,3,2,0,4,378,142,230,6,1
OHIO,Jefferson,9,0,1,4,4,92,25,64,3,0
OHIO,Lake,208,0,21,5,182,350,111,228,11,3
OHIO,Lawrence,86,1,8,11,66,1080,309,708,63,3
OHIO,Licking,407,0,51,13,343,1242,389,817,36,7
OHIO,Lorain,33,1,8,17,7,1169,596,539,34,11
OHIO,Lucas,82,0,4,22,56,1331,394,855,82,11
OHIO,Madison,13,0,3,2,8,472,180,271,21,4
OHIO,Mahoning,7,0,2,2,3,165,72,90,3,1
OHIO,Miami,16,0,5,5,6,542,156,357,29,9
OHIO,Montgomery,296,2,35,109,150,1736,702,883,151,15
OHIO,Morrow,16,0,3,3,10,481,231,237,13,3
OHIO,Pickaway,27,0,4,5,18,1094,493,580,21,5
OHIO,Portage,41,0,2,21,18,1804,634,1151,19,2
OHIO,Richland,34,2,8,12,12,1433,630,762,41,5
OHIO,Stark,90,0,11,53,26,1859,758,977,124,10
OHIO,Summit,29,0,11,8,10,1063,239,762,62,3
OHIO,Trumbull,26,1,5,1,19,534,263,259,12,1
OHIO,Wood,6,0,2,0,4,503,126,359,18,0
OHIO,Adams,13,0,2,1,10,414,195,208,11,1
OHIO,Ashland,12,0,6,0,6,434,195,230,9,1
OHIO,Ashtabula,65,2,10,10,43,1346,369,921,56,4
OHIO,Athens,19,0,5,6,8,641,206,419,16,2
OHIO,Auglaize,4,0,1,0,3,149,53,90,6,0
